"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"hustla187","2008-07-31T19:43:53.67Z","Ice, Ice, Lego","This is a very unique idea from the Lego company. You can transform ice cubes into icy Lego bricks. These brick &quot;cubes&quot; will be great in any cup. I do wish you could build with them but they will melt. 5 out of 5 for creativity.",FALSE,5,0,0,0,0
