"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"wander099","2011-01-30T14:11:23.143Z","Freebie","I got this as a freebie from the lego site when I ordered a set.&nbsp; This is not something I would ever actually spend money on directly.&nbsp; I was disappointed because yet again lego got it wrong.&nbsp; Sensei Wu is from the Ninjago theme and is supposed to be the master of the ninjas or something.&nbsp; However, he is wearing what appears to be a karate outfit and a Chinese peasant's hat.&nbsp; Ninjas typically wore darker colours so as to blend into their surroundings and were trained in ninjitsu/ninjutsu, not karate (karate has a different origin).<br><br>This reminds me of the previous ninja theme in which lego made the error of calling one of the ninjas in my Shanghai Surprise set a 'shogun', which is very historically inaccurate (the title shogun was a powerful military rank given to one samurai in all of Japan and at certain points in history the shogun was more powerful than the emperor).&nbsp; It should be noted that for some reason this ninja was dressed like a samurai and was being rowed around by two red ninjas (didn't really make much sense).<br><br>Oh, and heads up, if your set is back-ordered the key chain is sent in advance so don't get excited that it is shipping early because it is just the key chain.<br>",TRUE,2,1,1,1,2
