"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"Bart_66","2013-02-03T12:04:47.323Z","Birthday present","I got this set for my 7th birthday in 1973,and still have a color picture of that day.I&nbsp;really&nbsp;liked this set,and made it over and over again.Made it into&nbsp;dump trucks, added trailers and added more axles.The long red plate broke long time ago and also the black ""mainframe"" piece from the tractor unit.I&nbsp;have not&nbsp;found a glue yet that keeps broken LEGO pieces together.mine had the long hinges for the loading/unloading ramp,but the picture on the box had the short ones.The rubber tracks and the&nbsp;steering&nbsp;axle are still in one piece.Our kids are almost past the LEGO playing age,so i guess the LEGO will sit in storage until the next generation comes around.",FALSE,5,5,5,5,5
