"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"brickbuster2409","2007-03-27T17:01:45.607Z","another great set in the '90s","after finishing the review on the v-wing(not the star wars v-wing a much older one) i saw this set and decided to review forgetting i have this set too.  but down to the review.  a great little space craft and goes great with star wars sets.  i don't really understand why there's a flashing panel behind the little dude( maybe to keep him from falling) but i guess it would look weird w/out it.  great little set although not sold anymore.",FALSE,4,0,0,0,0
"Blade","2007-07-26T10:39:31.52Z","Space Hovercraft","Well as i was digging through the box last night and dug this one out. I think the model is such a cutie. Small, cheap and interesting assortment of parts. The fig is very good for such a small model, which I really liked.

Instructions were very clear and even my little sister was able to complete the model quickly and efficiently. Love the blue cone at the front (There can never be enough blue crystal parts as when i was younger blue was the rarest colour)and the holographic map is just awesome.

My only gripe with this model is the stickers. God i hate stickers. Only for the fact that if you pull it apart they can get damaged and come off if you ever want to wash the dust off your display models.

Overall i give this little oldie a 9/10 and would make a great addition to any space collection.",FALSE,4,0,0,0,0
"zinkk757","2007-07-26T21:28:06.66Z","5/5 cool saucer","i'm glad to see that over 200 people on brickset own this set cause the ones who don't are missing out.  i have a few of these and love em all.  cool figure and craft. great saucer peice as well.  seize the oportunity if you can purchase it.  nothin bad about it.",FALSE,5,0,0,0,0
"legoman4694","2008-05-10T19:20:45.7Z","nice","this set is good because it can be bought for less than $5 and is still fun. the figure is very cool. i have 3 other exploriens sets and all of there figures are practicaly the same. this guy also has a cool face with a silver thing by his mouth. also the piece in the back looks like broken glass which is cool and the star map is awesome.",FALSE,5,0,0,0,0
"krysto2002","2008-08-28T19:55:05.187Z","Great hovercraft","Well this is an awesome vehicle. First off, let's get rid of my only gripes right now, A) a pre decorated tile rather than the hologram and a fossil tile in its place would help and add playability... B) the set has too much friction due to its bottom. The set could use a few skid plates to smooth out the set. and finally C) ACK, STICKERS!! (but not too many).

Otherwise this set is wonderful, including the explorien CHIEF and some great parts. There are tools, but only a scanner. The hovertron itself is cool, but when the minifigure is off it looks very bare. The Hovertron still looks cool, and the double jointed control stick is a new touch. The holographic tile makes for a cool imaginary interface panel for the pilot (like a touch screen). There is also a fan like panel in the back, which can be anything, but will always be cool. All in all a %/5 with some minor flaws, and a great buy too!",FALSE,4,0,0,0,0
"Paradoxymoron","2008-10-14T19:47:35.513Z","Awesome","For me this set was pretty much free. Someone gave me a huge garbage bag stuffed full of Legos a few months ago in it I found lots of cool parts including, which I would later find out, parts from Exploriens sets(among others like some Pirate sets, and Parts that I believe go to the four Roboforce sets). Just last night I was looking at a picture of this set when I realzed I recognized some parts. A little less than an hour ago I looked up the parts list for this on Peeron.com and within 15 minutes it was in front of me, 100% complete.  I look at it now as I give you the Pros and Cons:

Pros:
Really cool
Black jets
Silvery reflective stickers
Stickers already apllied(only apllies to me)
Laser is movable
Cool minifig head

Cons:
From this set? NEVER!

A great set! Get it now! ",FALSE,5,0,0,0,0
"KLOKRIECHER","2011-04-30T05:00:56.067Z","LEGO Space (Exploriens) - Hovertron","The <span style=""font-style: italic;""><span style=""font-weight: bold;"">Hovertron</span></span><span style=""font-weight: bold; font-style: italic;""></span> set (6815) is a LEGO Space (Exploriens) set which came out in 1996. It comes
with 1 minifig and 29 pieces. This set does include a few decals and 
there're no mistakes in the instructions and no missing pieces.<br><br><span></span><span></span><span>[img]http://www.klokriecher.de/gallery_pics/l/6815-1.jpg[/img]</span><br><span></span><span></span><span></span><span></span><span></span><span></span><span></span><br><br><span></span><span style=""font-weight: bold;"">Minifigures:</span><br><span style=""font-weight: bold; font-style: italic;""><br></span><span><span><span style=""font-style: italic;""><span style=""font-weight: bold;"">Explorien Chief:</span></span>
 The explorien chief comes with a dark gray helmet and a transparent yellow visor. He has a black air tank (which you can also use as a jetpack) and dark gray arms with black hands. This minifig also has a nice marking on his white uniform. This astronaut also comes with gray pants and a black belt. On his face you can see a headset, a red beard and red eyebrows.<br><br></span></span><span style=""font-weight: bold;"">Hovertron:</span><br><br>The hovertron is very easy to build. On the front you can see a small laser which you can sviwel and a joystick which also sviwels. On the back you can see a fin which is movable as well. The fin has a shiny sticker on it. On each side you can see the engines and a laser gun on one side. On the other side you can see a kind of radar which can sviwel as well. The radar piece also has a shiny sticker.<br><br><span style=""font-weight: bold;"">Ideas:</span><br><br>These are some ideas which we get. There're no instructions for them in this set. You can find these ideas on the back of the box or of the instruction. I've done instructions for these ideas which I've uploaded on my website.<br><br><span style=""font-weight: bold;"">Positive:</span><br><br>Great pieces which you can youse for brickfilms or MOC's<br>Minifig<br>Nice army builder<br>Attractive stickers<br>Ideas which you can find on the back of the box or of the instructions<br><br style=""font-weight: bold;""><span style=""font-weight: bold;"">Negative:</span><br><br>Not so many play features<br><br>All
in all it's a great set to get and I would highly recommend you to get
this model. You can find this set on eBay, BrickLink and Amazon for sure.
Here is the link where you can check out the full galery I made for this set
on my website: <a href=""http://www.klokriecher.de/home.php?id=202040020034"">http://www.klokriecher.de/<br></a><br><span style=""font-weight: bold;"">Videos I made of this set:</span><br><a href=""http://www.youtube.com/user/KLOKRIECHER?feature=mhum#p/search/2/y8Fly2cQvn0""><br></a><a href=""http://www.youtube.com/user/KLOKRIECHER?feature=mhum#p/search/0/jJITeseKKzc"">Stopmotion 1</a><br><a href=""http://www.youtube.com/user/KLOKRIECHER?feature=mhum#p/search/1/GtsRO4H2IR0"">Stopmotion 2</a><br><a href=""http://www.youtube.com/user/KLOKRIECHER?feature=mhum#p/search/2/mWmUfIJSK54"">Stopmotion 3</a><br><a href=""http://www.youtube.com/user/KLOKRIECHER?feature=mhum#p/search/3/A693P_anixw"">Stopmotion 4</a><br><a href=""http://www.youtube.com/user/KLOKRIECHER?feature=mhum#p/search/4/psS9NsGp7lM"">Review</a>",TRUE,5,5,5,5,5
"Odeinoichus","2010-12-20T23:09:31.19Z","Hovering in the Distance.","<p>Set #6815 Hovertron: Exploriens explored space and to do it they used many different vehicles. The Hovertron is a small hovering vessel designed to traverse hostile planet terrain (at least in my imagination.) and with it the Explorien Chief can safely collect samples from any strange new worlds they encounter. Or find the fossils that the Exploriens hunted for.</p>
<p>&nbsp;</p>
<p>The Hovertron vehicle model was a simple little thing built on a round plate and featuring not too many parts. That being said the vehicle was a nimble looking craft&nbsp;that one could have endless hours of fun with, and as a bonus it allowed you to get the Explorien Chief at a much more affordable price. The accessories were fun vintage Space based accessories. It succumbed to the great LEGO Purge and so I no longer possess it, but I do still want it, and one day I may do so again. That is the joy of collecting LEGO, passing on your favorite sets to those who can play with and have fun discovering a world of brand new possibilities. I may regret passing them up for a brief time, but I know they went on to a good home.</p>
<p>&nbsp;</p>
<p>Overall though I'd have to say this is one of those love'em or hate'em kind of sets. If you love it, great, but if you can't stand the thought of such a small vehicle or you feel that the price for it is ludicrous or something, well then it may not be for you.</p>",TRUE,4,4,3,5,4
"Harmonious_Building","2012-05-31T16:35:39.457Z","Circular motion.","<p>The <a href=""http://brickset.com/browse/themes/?theme=Space&amp;subtheme=Exploriens"">Exploriens</a> subtheme always struck me as being a little weird. I quite like the white, black, and blue colour scheme that the theme sports, a simple and clean combination that strikes a good balance between realism and aestheticism, and the Minifigs are likewise coherent without being either boring or unnecessarily elaborate. Unfortunately, looking at the theme as a whole, it always felt - even at the time&nbsp;- that the Exploriens were more of an idea in search of a design, and what came out was a bit of a hodgepodge of sets that feel like throwbacks to previous subthemes. </p><p>&nbsp;</p><p>Now, the Hovertron is among the smallest of all the Exploriens sets, and yet I feel that it's among the most distinctive sets of the theme along with Nebula Outpost (<a href=""http://brickset.com/detail/?Set=6899-1"">6899</a>). Unlike most other spacecraft ever made in the history of LEGO Space, it seems clear that Hovertron was never intended for deep space exploration and instead functions as a light scout, which fits in perfectly with the ostensible theme of the Exploriens. It's easy to imagine a Nebula Outpost being set up on a hitherto unexplored planet, which then deploys a Hovertron to make immediate surveys of the nearby terrain. </p><p>&nbsp;</p><p>Hovertron's build could not be any simpler. What sets it apart from other small Space sets is, of course, the sexy circular disc that forms the base of the craft. A pair of triangular plates means that there's more than enough room for the Hovertron pilot to stand and navigate the little vehicle. The Minifig, incidentally, sort of has the feel of a superior rank to him due to the Exploriens logo emblazoned on his torso, and is somewhat valuable due to him only appearing in the largest Exploriens sets besides this one. </p><p>&nbsp;</p><p>Advocates of interstellar conflict will note immediately that the Hovertron is completely undefended,&nbsp;making it a perfect target for any enemies of the Exploriens.&nbsp;But, haplessness aside, this is&nbsp;a pretty unique set&nbsp;overall, and a definite plus point for the Exploriens subtheme. What a pity that the other sets don't quite live up to the mark. &nbsp;</p>",TRUE,4,5,3,4,4
"legomaniac_jacob","2011-12-20T02:18:08.863Z","awesome small explorien space set","<p>My grandmother got this for me when the set came out; she probably bought it because, well, it was cheap ($5) and she just wanted to bring a smile to my face with what she thought was a cute little set.&nbsp; She gave it to me after flying in from new york and I was so excited that I ripped open the box and built it on the spot.&nbsp; <br></p>
<h4>Pros</h4>
<ul><li><br></li><li>Fun, easy to build, good design&nbsp;</li><li>Has an explorien minifig</li><li>It's cheap<br></li></ul>
<h4>Cons</h4>
<ul><li>It's not the massive $100+ explorien starship that you really wanted<br></li></ul>
",TRUE,4,4,4,4,5
