"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"A_Brickset_user","2004-10-14T22:31:00Z","great stand alone base","well first off, yes it is a great &quot;stand alone&quot; imperial soldier base. Of course containing three imperial soldiers another great source to build up your french imperial soldier army. This set has a even playability status, two pirates including captain roger, in his really neat sail boat. It truely is a really neat red and white sail with a small mast. Rogers is off to help rescue his stranded bootsman/ first mate whos oviously been captured by the french soldiers and put into a &quot;small&quot; lagoon jail.
One thing that really is a bit weird about this set is that the red and blue triangler bricks above the latice windows... to me just seems very weird kind of takes away a little bit of the caribbean feel, but it gets restord by the triditional white and yellow also used on the main fort el dorado fortress.
Also included in this wonderful set it the two brown cabain doors, a jail cell..
Little details such as the tourch help give the lagoonish feeling up in the caribbean oh and also the traditional palm tree.
  This set ofcourse comes with a cannon and plenty of amo to defend against those pesty pirates and contains many weapons. 
this set is really worth it, and because of the discontinue status of this set, try pick it up somewhere e.g brickling or ebay..",FALSE,5,0,0,0,0
"A_Brickset_user","2004-02-28T07:22:16Z","Lagoon Lock- Up on a lagoon (yeah I know it's a dumb title, but what can I say?)","This was my first Imperial (soldier, guard?) set I've ever had. I got it on eBay because it was cool and because my brother Shawn had Eldorado Fortress and Sabre Island. (I think he has some reviews here too.) Anyway I'll cut to the chase. I like the mini-figs most.The blue Imperial soldiers are what caught my eye.One dissapointment, though.
I thought this set came with Governor Broadside, which is who I really wanted. I'm not quite sure if the cannon that I got is a working one or not. Alas, I give this set an &quot;8&quot; Rating. A great addition to any LEGO collecter's collection. (Boy, do I need a thesaurus!)",FALSE,4,0,0,0,0
"StormSworder","2008-03-21T13:25:37.31Z","Illustrious and dazzling.","As medium-sized sets go, this is great.  Besides its titular lock-up it comes with battlements, an interesting design with latticed windows, a room containing goblets and a pirate boat.  With its palm tree, the set looks very exotic.  A fabulous complimentary set to Eldorado Fortress, this is an accomplished design with appealing features and absorbing alternative building ideas (do you want to borrow my thesaurus?)  ;)",FALSE,5,0,0,0,0
"haoye","2007-07-29T06:13:36.363Z","Action-packed mid-sized set","This is the other set I got Christmas of '91.  For the price, it had a lot of cool stuff: three soldiers, two pirates (including the pirate captain), a rowboat, a cannon, and a neat little jail cell.  This set had everything you needed pretty much to have a land-based skirmish.  The only complaints I have are very minor: I lost the yellow translucent piece for the lamp quickly, and didn't have a replacement.  So, in went the neon green version from my space collection. :) Also, I had friend with other pirate sets, and some of those sets had the firing cannons.  I don't know when they introduced the spring-loaded cannon, but LEGO should have immediately replaced all future cannons with the ones that you can pull back to fire.  Unfortunately, I don't believe that was the case.",FALSE,5,0,0,0,0
"SimonStickfish","2008-09-17T16:35:12.263Z","Colorful cosy set","This set is just wonderfull. It's not the biggest blue Imperial set, but it makes a nice second place. It comes with a 32x16 blue base plate with a medium sized onesided fortress on it. I agree that it's a bit too open for a 'Lock-up', but then again on such a relatively narrow base you can't really create a sealed-in space.

One of the pirates is unique: it's Will from the comic book. I got the comic book without the figures, so from this set I acquired my Will. He is a young, unexperienced pirate. His master captain Redbeard is coming to the rescue with a quick sailboat. At least, that's the general idea, I think. The set comes in the same nice gold/white colorset as the vast Eldorado Fortress. 

This set is colorful because of the nice blue baseplate, the blue soldiers and large flag, the white/yellow building, the palmtree that is green and brown, and of course the cute sail on the pirate's sailing raft. You get a nice captain along with the set.",FALSE,5,0,0,0,0
"BasiltheBatlord","2009-02-15T20:23:53.78Z","Imperial Brig","This is probably the best of the small imperial port sets. It is the only set that includes Will, Redbeard's friend. It is a great set, With a brig to hold captured pirates, a nice guarded wall, and a bar for the soldiers. The one odd thing is that in the instructions, the officer's tricorn looks enourmous, but in other instructions, the Tricorns are shown at a normal size. Regardless, this is still the best imperial Brig set. To round this all  off, a mini- figure overview:

  Captain Redbeard
  Will
  Imperial officer
  2 Imperial soldiers 
",FALSE,5,0,0,0,0
"MPH","2010-06-07T10:08:59.637Z","That classic look and feel...","<p>The pirate fanatic I was, I cannot believe that I missed out on this set back in 1991. Coming out of my dark ages a few years ago, I came to know about it's existence and immediately fell in love with it. This was classic pirates at it's best!</p>
<p>&nbsp;</p>
<p>That great white-and-yellow combo, with just enough black, grey, blue and red thrown in to keep the looks interesting. And of course the refreshing palm tree, a neat pirate boat and a crew one can only dream of: three soldiers and two pirates! As a bonus, the tavern makes for some welcome variety&nbsp;among the other, more war-themed soldier sets.</p>
<p>&nbsp;</p>
<p>This would have meant hours of playing fun back in the days, but the current smile on my face is also well worth it. Brilliant!</p>",TRUE,5,5,3,5,5
"CamberbrickGreen","2019-02-09T12:04:26.127Z","The Brig","<p>An addition to&nbsp;exisiting naval buildings or as a stand alone island, here is a welcome set for the popular Pirates theme.</p>

<p><strong>Minifigures:</strong></p>

<p><strong>[&middot;&middot;][&middot;&middot;][&middot;&middot;][&middot;&middot;][&middot;&middot;]</strong></p>

<p>All fabulous designs with buttons and cravates, facial hair and all the usual from the excellent Pirates theme. Outstanding, among Lego&#39;s best MF designs. If Broadside is an admiral then there are some other ranks achieved by the use of the Tricorn and different facial hair here for a captain.</p>

<p><strong>Where&#39;s Will?</strong><br />
What is nice about this build&#39;s&nbsp;instructions is the top down view you sometimes get to help space out bricks across a baseplate. The expected local Caribbean stones used by the Empire goes up from there; yellow in to white which always looks great, forming a battlement over a large arch, the jail with its sturdy bars and cage&nbsp;door and a little office. European imperial culture dictates that a lavish muntin window with bright awning and&nbsp;is essential for the top brass in their neat office complete with gold (yellow) goblet for swallowing the benefits that heads of a union might enjoy today (ohh careful now!). The goblet sits atop a small red panel desk of sorts.</p>

<p>The empire&nbsp;get the bright red cannon, I prefer brown but red suits the imperial brig and it comes with six &#39;cannonballs&#39;.There are double brown arched doors warranted by the importance of the office. You get a parrot, you get a large palm tree, you get a giant imperial flag, you get a&nbsp;spare sword in a barrel for crying out loud! It feels very complete. What extends playability in the place is the addition of Captain Redbeard coming to rescue Will. His boat is brown, the best choice and has a beautiful striped red sail that is like his ship.</p>

<p><strong>Jailbreak!</strong><br />
I really can not fault this and will have to bump it up a brick in score. Imagine when you have assembled all your Imperial buildings together, what a display. These were the days when brown was brown and great for wood and all sorts. Compare it to the Reddish Brown of todays sets and it looks so much nicer. In looking back at the original Pirates theme, it continually surprises me how atmospheric it was and how&nbsp;near flawless it remains. No&nbsp;wonder we had so much fun playing with it.</p>
",TRUE,5,4,4,5,4
"AETerry","2011-02-01T15:47:08.017Z","Lagoon Lock-Up Review","<p>I found this set to be pretty awesome. Outside of the Lego Pirates' Comic, this is the only set you can get the minifigure known as Will.</p>
<p>&nbsp;</p>
<p>I loved the feel as this was better to me then Broadside's Brig and it's attached to a small harbor/port that has a tavern where the Imperial Soldiers hang out, drink and blow off steam from fending off Pirates.</p>
<p>&nbsp;</p>
<p>The entire look and feel is just great.</p>
<p>&nbsp;</p>
<p>Next to it is the small boat, aside from being just another rowboat, it has a mast &amp; sail making it a small sail boat with Captain Redbeard in it who presumably is coming to rescue Will from lock-up.</p>",TRUE,5,5,5,5,5
"Odeinoichus","2012-02-06T20:30:58.607Z","Prisoners, Say Yer Prayers!","<p>Set #6267 Lagoon Lock-Up: With 300 reviews on Brickset, counting this review, I have decided to review this set for the milestone number 300. The Lagoon Lock-Up is my all-time favorite set from the Pirates Theme that I used to own growing up.</p>
<p>&nbsp;</p>
<p>All of the parts used build up a wonderful looking prison/imperial guard shack, on a great blue baseplate representing the lagoon portion of this lock-up. It features a tree and a small pirate ship so that the pirate can break his friend out, it features a terrific sail build, in fact this ship's sail is one of the only ones to survive from my childhood to be passed on to my cousin when she got all my remaining parts for the Pirates and other Themes.</p>
<p>&nbsp;</p>
<p>Mini-Figure wise you recieve five, two soldiers, one commander, a pirate and captain Redbeard. A cheap alternative to the larger sets that featured this Mini-Fig, although the Mini-Figure Collection featuring Redbeard is still a better set to get if all you want is the captain's Mini-Fig.</p>
<p>&nbsp;</p>
<p>I always loved the look of this set, the fact that it sits on black plates to simulate a dock is just part of the fun factor for this set. I highly reccomend picking this one up if you can, all around this set is fun, great to build and makes a really great display piece amongst the other Pirates sets. I also enjoyed the large blue Imperial Soldier flag that was included with this set, it was the best way to get it outside of buying the ship that&nbsp;included it.</p>",TRUE,5,4,4,4,5
