"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"murrayhenson","2013-12-30T04:42:59.95Z","Semper paratus ...to play with ","<p class=""p1"">My review of 60015 ""Coast Guard Plane"" will be fairly short because there's already an excellent review with lots of nice photos already here on Brickset, done by Matthew. &nbsp;http://www.brickset.com/news/article/?ID=7374&nbsp;</p><p class=""p1""><br></p><p class=""p1"">To add to the aforementioned review are my impressions and opinions:</p><p class=""p1""><br></p><ul><li>Plane interior: &nbsp;first and foremost, while the plane's significant logicial shortcoming (room for the pilot only) is somewhat irritating, that is really on an AFOL-level. &nbsp;I honestly think that the children this set is actually aimed at won't really notice or significantly care.</li><li>Playability: &nbsp;ironically, the boat floats despite its role as stricken craft ...and the plane, of course, does not float. &nbsp;However, boats that float are excellent fun, no ifs ands or buts!</li><li>The build: &nbsp;even I, a slow builder, found this to be a fairly quick and simple build. &nbsp;This is probably down to the use of a several large, single pieces (boat hull, plane nose). &nbsp;However, as this set is aimed at children as young as 5 years old, a simple build may not be such a bad thing given the ultimate size and look of the finished pieces.</li><li>PPP: &nbsp;the previously noted large pieces also obviously ruin the PPP figure. &nbsp;However, as I waited until the set was on sale at amazon.co.uk and paid 27 GBP for it, I feel the price that I paid was reasonable.</li><li>Appearances: &nbsp;The plane, in particular, is really quite good-looking. &nbsp;I think it's the first plane I've had that looked better ""in real life"" than in the various photos. &nbsp;The plane is pretty good-size and has a non-trivial weight to it as well which makes it more fun to zoom around.</li><li>Analogues: &nbsp;While the plane is good-looking, it doesn't exactly look like a real plane - at least not that I could determine. &nbsp;It, verrrry vaguely, might bear a resemblance to the&nbsp;EADS HC-144 Ocean Sentry used by the US Coast Guard.</li></ul><div><br></div><div>Overall, I happen to like this set - thus why I gave it a 4/5 rating. &nbsp;It's obviously not without its issues, but as no set can claim to be perfect the little imperfections don't terribly bother me. &nbsp;I'd recommend this to fans of planes, kids that like to play with sets in the tub, and people that like the colour orange.</div>",TRUE,4,3,3,4,3
