"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"mrshin","2012-03-15T05:38:42.613Z","I can name the Un-named - ""Hover pod""","Pretty cool parts in this set including a small robot figure.&nbsp; I want to name this set ""Hover Pod"" because that's what I assume it would do.<br><br>You can picture the craft hovering along a few inches above the surface of the moon.&nbsp; I like the small rockets on each side of the craft.<br><br>The two red mini translucent dishes at the front you can imagine blasting rocks and other things in front or maybe detecting rare minerals that the robot figure may be assisting to find.<br><br>A small set, but lots of fun.&nbsp; They should have named it though ??? Not sure why they didn't.<br><br>",TRUE,3,3,3,3,5
