"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"arky83mi","2008-10-26T21:17:01.747Z","Not quite the Piaggio...","This plane is actually modeled after the Beech 2000 Starship 1 (hence the name &quot;Starliner&quot;), which came out in 1989, before the Piaggio...same basic design though, but with no tail stabilizer like the Piaggio has. I have 2 of these and they're my 2 favorite planes in my fleet of over 30...a MUST have. Only 53 of the actual aircraft actually exist, so an even greater rarity at that!",FALSE,5,0,0,0,0
