"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"mrshin","2012-03-15T05:20:15.58Z","Hours of fun","Young people will love this set.&nbsp; Three cute animal minifigs plus a cool classroom environment.&nbsp; <br><br>The only issue for this set is the sticker covers multiple bricks, so when you go to disassemble it you cant take those parts apart.&nbsp; That's not such a big deal, just something to consider.<br><br>A fun set.<br>",TRUE,3,4,3,4,5
