"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"redbeardlegoman","2013-02-05T12:11:22.867Z","It's Time To Light The Lights (Part 2)","<p></p><p>The Spot Light, like the Colour Light, is a great little accessory that we could use more of. &nbsp;There isn't a lot to it, but what it has, it uses well. &nbsp; I think it would have been perfect if this and all the other Studios polybag sets were available as an accessories pack. It would also have benefited from other coloured filters (gels) being available.</p><h4>Pros</h4><ul><li>Instantly recognizable for what it is.</li><li>Uses a limited piece count effectively.</li><li>Really helps flesh out your Lego Studio with the right atmosphere.</li></ul><h4>Cons</h4><ul><li>On it's own, this set is lacking in most areas.</li><li>It could have been improved with extra color filters.</li></ul><div>This would be much better as just one of a larger accessories set.</div><p></p>",TRUE,3,3,2,3,3
