"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"Telcontar","2013-06-27T15:22:50.237Z","Smaller Than Expected, But Still Cool","<p>When I bought the Tower of Orthanc set at my local LEGO store the check out lady forgot to put the poster in the bag.&nbsp; I didn't realize this until I got home.&nbsp; I called back and two days later it arrived on my front steps via FedEx.&nbsp;&nbsp;I have to say once I opened it up it seemed smaller than I expected.&nbsp;&nbsp;Perhaps that's becasue I have the LEGO Hobbit Games poster from December and it's much bigger than this one.&nbsp; Anyhow, this one is nice because there are different pictures on either side and you can choose which one you want to display.&nbsp; I'm still undecided but I really like the picture on the back side of Gandalf flying on the eagle with Saruman&nbsp;looking on.&nbsp; The other side has&nbsp;Saruman, Grima,&nbsp;the Mouth of Sauron, and lots of orcs in front of Orthanc.&nbsp;&nbsp;What's even cooler is that they're actual pictures of the set, not computer&nbsp;models (like The Hobbit poster).&nbsp;&nbsp;The paper on which it's printed on is good quality, but it comes folded which is annoying if you don't like creases.&nbsp; Overall it's a nice little gift for buying Orthanc early.&nbsp; If you're not a big LotR fan or poster collector I wouldn't bother getting it though.</p><p><em>Agoreg vae LEGO!</em>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </p>",TRUE,4,5,1,1,4
