"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"Starstreak","2008-10-02T01:39:23.607Z","It's a pad.  What more can I say?","I like the idea of this pad.  The elastic lego band is cool when it holds the pad closed.  Not sure if I like the spiral that holds it.  As it makes it hard to stack on my other books.  At least it has alot of pages.  Not much more to say about a pad.  Oh, I wish the pages had &quot;easy tear&quot; feature.",FALSE,4,0,0,0,0
