"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"Berrus_Brickus","2010-11-12T15:51:52.43Z","Put an End to the Friends!","<br/>This is my first review and it definitly won't be positive.&nbsp; I got it for Christmas years ago in a pack that also included: LOCO, Creator, Alpha Team, LEGOLand, and Chess.&nbsp; Anyway onto the review.<br/>&nbsp;<br/>Building Experience/Parts<br/>I gave this a one because it doesn't have anyting to do with LEGOs except the title.<br/>&nbsp;<br/>Playability<br/>Not really much to do.&nbsp; You can but together a scrap book, write an annoying song, make a girl dance, and design a stage.<br/>&nbsp;<br/>Value For Money<br/>I am not going to complain here because, as I said, I got it free for christmas and the other games in the set weren't so bad.&nbsp; But I still don't think that you should track it down and waste your money on it as you will be disappointed.<br/>&nbsp;<br/>Pros and Cons<br/><br/>Pros <br/>*Nice that they tried a game for girls (even if they are six) <br/>*The other games in the pack weren't so bad (for the time)<br/>&nbsp;<br/>&nbsp;<br/><br/>Cons <br/>*Pretty much everything<br/>&nbsp;<br/>&nbsp;",TRUE,1,1,1,1,5
