"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"bluelion3","2011-06-27T09:06:32.86Z","Great little vehicle for your Duplo people","The main focus of this little set is the four-wheel farm bike.&nbsp; Its wheels move up and down so you can drive over rough terrain.&nbsp; The driver can sit or stand.&nbsp; When standing, his arms can grip the handles.&nbsp; <br><br>There is a crate and brick with a strawberry print that can be loaded on the back of the bike.&nbsp; The set includes a friendly farmer, a shovel and flowers he can tend.&nbsp; And there is a brick (one plain brick) so you don't forget it's a building set.&nbsp; <br><br>The price is pretty reasonable and the vehicle is a nice addition to your child's Duplo collection.&nbsp; (I assume this is for a child... Are there any Adult Fans of Duplo out there?)&nbsp; <br>",TRUE,5,5,3,5,5
