"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"mrmitch","2007-06-06T04:14:19.123Z","One of the best Jack Stone Sets out there","This set has two dudes, a hoist, a raft, a cool truck that will haul the raft-it has playability. Keep in mind it is a Jack Stone set and the men are a full 2&quot; tall not a standard mini figure size. These sets are designed for kids 4-7 years old.",FALSE,5,0,0,0,0
