"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"bluelion3","2011-06-27T08:54:31.08Z","Very playable Duplo set","This is a great set for fathers and sons to play with together.<br><br>There is a regular figure and a small child figure.&nbsp; Unfortunately, the adult figure is the exact same one from 5683 (Market Place) that my son already owned.&nbsp; The child figure is great and somewhat hard to find.&nbsp; He can sit or stand just like the adult figures.&nbsp; <br><br>They have a tent, fishing pole, fish, canoe, small bear, and campfire.&nbsp; There aren't many standard Duplo bricks and thus there is not much to build, but there is a lot of playability with the other pieces.&nbsp; My favorite activity is to put the child in the tent for a nap because my son will start whispering in baby-talk so as not to wake him up.&nbsp; The tent is made entirely of fabric and seems a little out of place in a Duplo set (or any LEGO set for that matter), but it works.&nbsp; <br><br>The canoe and fishing pole are also fun.&nbsp; The friendly bear stops by to share some fish.&nbsp; Be careful, the fire is ""hot hot"".&nbsp; <br><br><br>",TRUE,5,4,3,5,5
