"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"xccj","2012-03-09T04:31:47.943Z","Lots of Nice Parts","<p>The first thing that caught my eye when I saw this set was the minifigures, which contain some rarer torsos and headgear.&nbsp; In addition to that, this set has 152 pieces for only $9.99 USD, which is a very good piece to price ratio.&nbsp; Most of the pieces included are rather basic; bricks, plates, slopes, and a few other standard elements.&nbsp; It would've been nice to pairs of some of the pieces, like the green swivel hinge plate or the white 1x1 brick with studs on the sides, but this set only comes with one of each.&nbsp; Luckily, there are many bright colors, from green to lime to medium blue to yellow, brown, and tan.&nbsp; It is very decent for a parts pack.&nbsp; </p><p>&nbsp;</p><p>The construction is rather limited, mostly due to the low age limit for this set.&nbsp; The gator, elephant, and giraffe are well done considering the bricks used, but it's clearly aimed at a younger audience.&nbsp; (The bird, however, is quite good.)&nbsp; The main set also includes a little jeep, which has a fairly nice and simple design, but it does lack the elegance of some of the other City vehicles released lately.&nbsp; And, of course, the minifigures look great and ready for a safari adventure.&nbsp; (Oh, and there's a tree that looks like it could belong in the Minecraft set.)</p><p>&nbsp;</p><p>The builds offer decent playability for a younger builder, and there are a few alternate models to encourage creativity, which is a plus for any Lego product.&nbsp; For older collectors, it has plenty of nice parts in many nice colors, and is at an affordable price.</p>",TRUE,4,5,3,4,5
