"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"Steph_a_nee","2011-11-30T07:15:27.5Z","A bit surprised at the quality of the plastic","<p>My son was given this set for his 3rd birthday.&nbsp; We own several other sets that include a front loader so I was quite surprised at the quality of the plastic of the front loader bucket and the clamp bucket on the crane.&nbsp; Both are of a much thinner and more flexible plastic than the buckets on our other front loaders.&nbsp; Also the plastic is a matte finish, not glossy looking like other Duplo Lego parts.&nbsp; The large rock base and the round chutes are made of the same thin plastic.</p><p>&nbsp;</p><p>I'm a little disappointed at the friction joints on the crane arm.&nbsp; It doesn't always ""catch"" and the arm drops down quite easily - even when empty.</p><p>&nbsp;</p><p>Otherwise, I can't complain.&nbsp; My son loves the set.&nbsp; He's seen a TV show about a stone quarry and had no trouble figuring out what it was supposed to be.</p>",TRUE,4,3,4,4,3
