"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"alexfig8","2011-02-21T18:43:19.003Z","Pretty cool","<div>This set is pretty good, considering it is only $2. &nbsp;It very basic, but I think that it gets the job done. &nbsp;the set does not come with figs, but it does come with wheels, which are useful. &nbsp;overall, I really like this set. &nbsp;If you can find it, buy it!</div>",TRUE,5,5,5,5,5
