"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"rharrison","2011-02-18T22:42:38.227Z","Great clock for a young girl","<p>The note on the box says ""Images on pack may not reflect contents"" - too true!&nbsp; This set was made under license for the Lego Group by chinese company Clic Time Ltd&nbsp;and mine opened from ""new"" (""QC PASSED"" stickers) had the following part discrepancies:</p><ul><li>Yellow cones instead of white</li><li>White flag instead of pink</li><li>Extra jewel</li><li>2 missing 2x2 pink bricks</li></ul><p>Still looks the part though.&nbsp; A great variation on a clock for a young girl.</p><ul><li></li></ul><p>&nbsp;</p>",TRUE,4,3,2,2,4
