"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"1UPminifig","2014-01-09T20:03:49.2Z","A classic","I do not own this set, but I do own a lot of red bricks.<br><br>Ah the classic red rectangle, a staple of the Lego company. For 6.99 you get Fifty red rectangle bricks, not the best deal but still okay. Like all Lego bricks the quality is outstanding beating every other brick on the market.<br>In conclusion I would say this is not as good a deal as the hundred white squares, but okay none the less.&nbsp; &nbsp; &nbsp; <br>",TRUE,4,1,1,1,4
