"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"hustla187","2008-08-06T22:06:04.217Z","Cool Old Set","I kind of think this set is very down to earth and designed perfectly. I really like the stand so you can &quot;measure' someone. The nurse looks exactly like a nurse and makes this set even better. The table and chair are a nice addition too. This is a very clever Homemaker set and gets a 5.",FALSE,5,0,0,0,0
