"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"mablemyhre","2011-02-10T12:03:43.83Z","A great beginning set","This was the very first Lego set we bought for our kids. It has many bricks of different colors.&nbsp; It has windows and doors for constructing buildings.&nbsp; Has wheels for constructing vehicles.&nbsp; We still have this set and we still use it for building various structures for our Lego Train layout.",FALSE,5,5,5,5,5
