"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"FelipeDescomplicado","2011-02-01T21:04:34.033Z","Need bricks?","Lot's of bricks! That's the objective, right?&nbsp;<div><br></div><div>I got it for brand new bricks, to renew the aspect of my MOCs.</div><div><br></div><div>Might be the perfect gift for a pre-school child - as there's a few ideas on the box, a child with no Lego experience will sure apply to it's creativity, so works as fine as getting a blue bucket but it costs half of it.</div><div><br></div><div>My ten year old brother enjoyed reproducing the animals showed on the back of the box, with no problems, that's why it's ought for a 5 note.</div><div><br></div><div>I don't really think 'playability' really applies for this kind of set, but I can say usually brick-built creations for child are fun as well and usually stud-on-top techniques are pretty solid; the thing it's you can't get out of square shapes with just this set.</div><div><br></div><div>It comes with little fw orange and medium blue bricks; it's good they are there, but very sad there's so few of them. The main colours - blue, white, red and yellow &nbsp;- are the real target.</div><div><br></div><div>So, it's great if you're with low budget and in need of just regular bricks.&nbsp;</div><div><br></div><div>*First review I ever done; I'm brazilian, so sorry for the poor English.</div>",TRUE,5,4,4,3,5
