"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"LEGOCityManiac11","2012-12-27T07:17:53.14Z","Uninteresting Gameplay","This game is somewhat annoying to build.&nbsp; The board, however, is not as bad as the playability.&nbsp; The gameplay is confusing and uninteresting.&nbsp;&nbsp; The only somewhat good thing about this set were the different parts included.",FALSE,3,3,4,2,2
