"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"mrshin","2012-03-15T05:26:10.99Z","Great parts, looks great and makes loads of different items.","This set adds so much awesomeness to any duplo train track.&nbsp; It's a station with a very cool see-through canopy but you can use the parts to make just about anything.&nbsp; <br><br>The see-through roof piece is a fantastic part on its own.&nbsp; <br><br>The station scene is classic and fun and kids love playing with it.&nbsp; Quite a few useful parts in this set.&nbsp; Great concepts for a platform which you can extend easily to make longer platforms with other pieces.<br>",TRUE,4,5,4,4,5
