"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"matthewcrandall9","2010-10-14T16:18:12.43Z","Not a bad little set","**Part count is 37, based on the directions on the back of the card.**<div><br></div><div>Not a bad little set to have around. I was actually able to acquire all but a few parts (the gold ones and a lime one) but even so, I enjoyed putting this one up. &nbsp;</div>",TRUE,4,5,4,3,4
