"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"beebeethewonderturtle","2010-12-21T06:08:28.987Z","Awesome","Not only is it cool that you can build a watch with Darth Vader on it, but it also has an exclusive Vader minifig with a black head. I strongly suggest it if you are a minifig collector or would really like to have a Lego STAR WARS watch. The Darth Vader comes with black legs,&nbsp;the old chest piece (1999-2007), a black head, a helmet, and a red lightsaber with a chrome hilt.",FALSE,4,3,2,4,3
