"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"LEGOCityManiac11","2011-10-18T20:23:33.99Z","Good Display Set","This set is good for display and looks nice in a seasonal LEGO display.&nbsp; However, the playability and building experience are not very high because I think this set is mostly for decoration.&nbsp; My overall rating is 5 because of its appeal in a Christmas display.",FALSE,5,2,2,2,3
